fold,participant,windows,mae,rmse,corr
27,1e85c892d8f047ff621ad9134c4e6d8d,7,3.1872975375164114,3.8130010102176226,0.9375606988146207
28,1ff6d7f34acb354430e7323a35ff7703,4,3.6269734878071476,3.739380745372302,-0.18788852051671398
29,1fff60a0795f79ab1f9432d2cb1f56ee,7,5.101210633629762,5.681433839828481,0.6024469621551206
30,20b8c420e5a7abcb07f11aab23e42923,3,6.100016071916079,6.924635762489646,-0.6801135292445328
31,212521733ea8eeff63d997dc0213c692,14,2.587525923078321,3.169056096762778,0.8140576939329944
32,23d00aa2ae3eb2c224734960f2391885,12,3.3586135993146926,3.8597787492327096,0.6316249018945902
33,284784fd7319c4e33b0bf1dc90c1a610,8,2.5913357576505085,2.927763303271235,0.9220956737806694
34,2b3d267f18830c3c257b382edabef246,21,3.282755837087874,4.009440308345088,0.6279510764066215
35,2c4f43b2212eee5ba69563f139911138,4,3.498983390432196,3.9585752802327594,0.9808878905799322
36,2cc3f6274987ee627ab9be37181536eb,18,4.709453992667379,7.084802620963625,0.439995735455753
37,2d06da49889845dc3af964bafb630b0a,5,6.222096116438534,6.663094929952445,0.6975071490315997
38,2d5d41b5e9a9a5bb7007264230e4c575,5,6.019044124099844,6.537444963907941,0.14494029518065432
39,2de8db6af975b72ac70440ede29e1cfb,5,5.882052334952955,6.5627819191045225,0.7013338396421842
40,2f706716305bceab3969e0f457da16b4,7,4.115660685809257,4.79852281185776,0.624220946498958
41,30b497738f121ad199afb509889f6cfe,6,2.3296699648518824,3.13689707600213,0.7430196989429992
42,34ed21e64b190dc037d35ef7f646feb8,7,3.239272951333939,3.6997048944784847,0.5775328503988616
43,3528757eaf1d15ee6c778eb79cd02de7,8,3.667081275941413,4.0284661831785575,0.6519949817495283
44,3569e2f520db9014b4acc4227a6421c1,18,3.786214797422456,4.404095055639629,0.403057749447617
45,35cf1abf179310dc33907d953f590366,21,3.2364532085771667,3.710767191345521,0.6313517172618828
46,3bb377ba0acb7d8916010184df36aa57,12,2.145647142739783,2.8117589737581348,0.7028191196694342
47,3d1a8b919f65dd22f661468f79b9b107,2,1.0040347324235668,1.0686897843063745,1.0
48,3dad5f11680b432159b65838119ab87e,7,1.5745281377671547,2.443018001753486,0.7305298067571887
49,3e7ca3545ad22d036db36c4f1e9f2e18,6,5.294752869414421,5.473612001757804,0.9396396970787554
50,4005a296ac7cd078b8bd56f0b905b7a6,7,3.2661821357317264,4.3071532727740935,0.42346209755744496
51,422875809be551a4ec179466aa8300ba,13,3.0970045148387157,3.7071648711900136,0.5376765326629889
52,429cf5f822600da91a6f4227c0af86c6,4,7.624632880083875,8.84154883520716,0.977682242302357
53,45555d3305e255895b11695c179a98cd,3,1.7899422285437445,2.1827135263248088,0.9573803184493621
54,46562035189535f838d640973dbb222e,27,3.5735365965509267,4.185280617894572,0.5193161956217525
55,46b53cdf4d639d54e894d92b6dff817f,50,3.4719593813274656,4.184596688347551,0.6914114434221851
56,46f1dfeda71a865074859c81bb314fd9,1,3.4174936377874734,3.4174936377874734,nan
57,480fca3c0b19afab1093cf2f01d63317,8,4.215444897693857,4.503227319216151,0.8859649933357556
58,4a8ac645226348425b0a43a8373e394d,4,5.384991339180574,5.861233468455515,0.6077924480252443
59,4b5eb55e64b6bc941796bf114149cab7,7,2.6545983186556823,3.2087187963141406,0.774968178086862
60,4e37495c9c7c8a17e8737e2c61cfe228,3,2.459521927345238,3.7913842430857696,0.09042633223139461
